"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"CASE"	"CTRL"	"log2fold_CTRL_CASE"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SAMP1"	"countData.SAMP2"	"countData.SAMP3"	"countData.SAMP4"	"countData.SAMP5"	"countData.SAMP6"
"ENSRNOG00000049782:E011"	"ENSRNOG00000049782"	"E011"	0.152050014371638	0.271821460065905	0.439845750557815	0.507196914387224	NA	1.05000587647564	0.0187948303827312	-11.608067445936	"chr14"	1466628	1466659	32	"+"	1	0	0	0	0	0
"ENSRNOG00000049782:E012"	"ENSRNOG00000049782"	"E012"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1466660	1466661	2	"+"	0	0	0	0	0	0
"ENSRNOG00000049782:E013"	"ENSRNOG00000049782"	"E013"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1466662	1466662	1	"+"	0	0	0	0	0	0
"ENSRNOG00000049782:E014"	"ENSRNOG00000049782"	"E014"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1466663	1466664	2	"+"	0	0	0	0	0	0
"ENSRNOG00000049782:E015"	"ENSRNOG00000049782"	"E015"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1466665	1466708	44	"+"	0	0	0	0	0	0
"ENSRNOG00000049782:E016"	"ENSRNOG00000049782"	"E016"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1466709	1466709	1	"+"	0	0	0	0	0	0
"ENSRNOG00000049782:E017"	"ENSRNOG00000049782"	"E017"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1466712	1466721	10	"+"	0	0	0	0	0	0
"ENSRNOG00000049782:E018"	"ENSRNOG00000049782"	"E018"	0.374677457085298	0.29346565583753	1.00265434915978	0.316669084354819	NA	0.0277184602665272	1.50579504518865	11.5275461972588	"chr14"	1466814	1466814	1	"+"	0	0	0	0	0	2
"ENSRNOG00000049782:E019"	"ENSRNOG00000049782"	"E019"	0.374677457085298	0.29346565583753	1.00265434915978	0.316669084354819	NA	0.0277184602665272	1.50579504518865	11.5275461972588	"chr14"	1466820	1466823	4	"+"	0	0	0	0	0	2
"ENSRNOG00000049782:E020"	"ENSRNOG00000049782"	"E020"	1.05389518307832	0.080275295977913	2.2640925200273	0.132403750459428	NA	1.0516792317266	2.36881186275195	2.34388623328413	"chr14"	1466824	1466858	35	"+"	1	0	0	0	1	4
"ENSRNOG00000049782:E021"	"ENSRNOG00000049782"	"E021"	2.86085793255046	0.0656637921240077	0.266890632771918	0.605425230029189	NA	2.77744734845217	3.34883686561312	0.540537888927771	"chr14"	1466864	1466911	48	"+"	5	1	1	0	3	7
"ENSRNOG00000049782:E022"	"ENSRNOG00000049782"	"E022"	6.21294133329694	0.0156238926957839	0.00264290077143414	0.958999493245669	NA	4.57443355312188	4.59718365397028	0.0143582943119225	"chr14"	1467025	1467054	30	"+"	13	4	2	2	8	9
"ENSRNOG00000049782:E023"	"ENSRNOG00000049782"	"E023"	14.2046402376015	0.0178541002934858	0.639280483013309	0.423971464819484	0.937565157529851	6.54210864695717	7.2185267956153	0.285854484042688	"chr14"	1467055	1467264	210	"+"	20	12	7	14	16	17
"ENSRNOG00000049270:E001"	"ENSRNOG00000049270"	"E001"	7.42980555786346	0.336250734240111	1.82971962308353	0.176160665794755	NA	5.70529035718168	3.82735793143677	-1.15566952932507	"chr14"	1469748	1470491	744	"+"	13	17	4	2	0	9
"ENSRNOG00000049270:E002"	"ENSRNOG00000049270"	"E002"	1.37323201309293	0.0718662814102944	0.269219677353306	0.603855700176387	NA	1.97266608109838	2.26007059410445	0.392698236984143	"chr14"	1470574	1470765	192	"+"	0	3	1	2	0	2
"ENSRNOG00000049270:E003"	"ENSRNOG00000049270"	"E003"	1.12032348961168	0.175520267277542	1.67918120630296	0.195033286461498	NA	2.41431704775756	1.12403029500383	-2.20682959886117	"chr14"	1471695	1471801	107	"+"	3	0	3	0	1	0
"ENSRNOG00000049270:E004"	"ENSRNOG00000049270"	"E004"	0.652643690584496	0.0790250052881171	0.382947725732564	0.536029870193309	NA	1.70493824454454	1.12873962451459	-1.19035726757006	"chr14"	1472112	1472214	103	"+"	2	1	0	0	0	1
"ENSRNOG00000049270:E005"	"ENSRNOG00000049270"	"E005"	2.52219806035322	0.0229349206092378	2.25736090468848	0.13298051063157	NA	2.41494692431533	3.38003569481727	0.971271228415734	"chr14"	1472527	1472601	75	"+"	1	2	3	3	3	3
"ENSRNOG00000049270:E006"	"ENSRNOG00000049270"	"E006"	3.63316541927658	0.0163710450989435	0.226205158591668	0.634352035183141	NA	3.41291497042759	3.56135697426417	0.1230630587001	"chr14"	1472771	1472857	87	"+"	4	3	5	3	4	3
"ENSRNOG00000049270:E007"	"ENSRNOG00000049270"	"E007"	5.64577673514524	0.00892209197698497	0.637676821766135	0.424553307755005	NA	4.17754387710308	4.50380708698651	0.217576132660152	"chr14"	1473734	1473893	160	"+"	6	6	6	3	6	7
"ENSRNOG00000049270:E008"	"ENSRNOG00000049270"	"E008"	1.47716916564924	0.039201381135381	0.748620061629509	0.38691347939903	NA	1.97128087230955	2.51804551104301	0.706858752678316	"chr14"	1474256	1474304	49	"+"	1	2	1	0	3	2
"ENSRNOG00000049270:E009"	"ENSRNOG00000049270"	"E009"	1.63007208475148	0.0281839940227378	1.87772141296399	0.17059335015397	NA	2.7870360196185	1.59401646442528	-1.61323053432054	"chr14"	1474402	1474491	90	"+"	3	2	3	0	1	1
"ENSRNOG00000049270:E010"	"ENSRNOG00000049270"	"E010"	1.94159364736218	0.0333142425353095	1.2115323189967	0.271028862239951	NA	2.95255919036477	1.95315989624801	-1.19334392046653	"chr14"	1474833	1475008	176	"+"	5	3	1	0	1	2
"ENSRNOG00000049270:E011"	"ENSRNOG00000049270"	"E011"	1.37922647664614	0.0423826625715828	0.25391119311648	0.614334451616892	NA	1.97129060478146	2.25887707703654	0.393186691126083	"chr14"	1475183	1475301	119	"+"	1	2	1	1	0	3
"ENSRNOG00000049270:E012"	"ENSRNOG00000049270"	"E012"	1.51883708270355	0.0402530503666525	4.94831654000637	0.0261160870532679	NA	1.39403736775722	2.98197292978068	2.19545868156464	"chr14"	1475613	1475719	107	"+"	1	0	1	3	2	2
"ENSRNOG00000049270:E013"	"ENSRNOG00000049270"	"E013"	4.74521447029023	0.124920551561342	0.157871538439096	0.691123747518218	NA	3.94612098687037	4.04101908746132	0.0687274667505342	"chr14"	1476085	1476355	271	"+"	6	2	8	3	7	3
"ENSRNOG00000054053:E001"	"ENSRNOG00000054053"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1499711	1501071	1361	"-"	0	0	0	0	0	0
"ENSRNOG00000054053:E002"	"ENSRNOG00000054053"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1502801	1502902	102	"-"	0	0	0	0	0	0
"ENSRNOG00000054053:E003"	"ENSRNOG00000054053"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1504886	1505085	200	"-"	0	0	0	0	0	0
"ENSRNOG00000059179:E001"	"ENSRNOG00000059179"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1510427	1511015	589	"-"	0	0	0	0	0	0
"ENSRNOG00000059179:E002"	"ENSRNOG00000059179"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1511629	1511762	134	"-"	0	0	0	0	0	0
"ENSRNOG00000059179:E003"	"ENSRNOG00000059179"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1514742	1514989	248	"-"	0	0	0	0	0	0
"ENSRNOG00000059179:E004"	"ENSRNOG00000059179"	"E004"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1536551	1536686	136	"-"	0	0	0	0	0	0
"ENSRNOG00000059179:E005"	"ENSRNOG00000059179"	"E005"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1538058	1538695	638	"-"	0	0	0	0	0	0
"ENSRNOG00000054857:E001"	"ENSRNOG00000054857"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1517481	1518061	581	"-"	0	0	0	0	0	0
"ENSRNOG00000054857:E002"	"ENSRNOG00000054857"	"E002"	0.170561063986894	NA	NA	NA	NA	NA	NA	NA	"chr14"	1519340	1529233	9894	"-"	0	0	1	0	0	0
"ENSRNOG00000050374:E001"	"ENSRNOG00000050374"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1567723	1570130	2408	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E002"	"ENSRNOG00000050374"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1573681	1573844	164	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E003"	"ENSRNOG00000050374"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1575691	1576000	310	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E004"	"ENSRNOG00000050374"	"E004"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1578801	1578992	192	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E005"	"ENSRNOG00000050374"	"E005"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1581041	1581504	464	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E006"	"ENSRNOG00000050374"	"E006"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1582260	1582541	282	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E007"	"ENSRNOG00000050374"	"E007"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1583056	1583273	218	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E008"	"ENSRNOG00000050374"	"E008"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1587989	1588201	213	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E009"	"ENSRNOG00000050374"	"E009"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1589340	1589481	142	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E010"	"ENSRNOG00000050374"	"E010"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1590346	1590534	189	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E011"	"ENSRNOG00000050374"	"E011"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1591789	1591998	210	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E012"	"ENSRNOG00000050374"	"E012"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1594608	1594813	206	"-"	0	0	0	0	0	0
"ENSRNOG00000050374:E013"	"ENSRNOG00000050374"	"E013"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1595713	1595972	260	"-"	0	0	0	0	0	0
"ENSRNOG00000000070:E001"	"ENSRNOG00000000070"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1621026	1623027	2002	"-"	0	0	0	0	0	0
"ENSRNOG00000000070:E002"	"ENSRNOG00000000070"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1625478	1625641	164	"-"	0	0	0	0	0	0
"ENSRNOG00000000070:E003"	"ENSRNOG00000000070"	"E003"	0.152050014371638	NA	NA	NA	NA	NA	NA	NA	"chr14"	1631538	1632378	841	"-"	1	0	0	0	0	0
"ENSRNOG00000052854:E001"	"ENSRNOG00000052854"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1690757	1690819	63	"+"	0	0	0	0	0	0
"ENSRNOG00000052854:E002"	"ENSRNOG00000052854"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1690825	1691110	286	"+"	0	0	0	0	0	0
"ENSRNOG00000052854:E003"	"ENSRNOG00000052854"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1691917	1693013	1097	"+"	0	0	0	0	0	0
"ENSRNOG00000052854:E004"	"ENSRNOG00000052854"	"E004"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1693015	1693089	75	"+"	0	0	0	0	0	0
"ENSRNOG00000052854:E005"	"ENSRNOG00000052854"	"E005"	0.172189346062514	NA	NA	NA	NA	NA	NA	NA	"chr14"	1693091	1696435	3345	"+"	0	0	0	1	0	0
"ENSRNOG00000052854:E006"	"ENSRNOG00000052854"	"E006"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1696440	1696518	79	"+"	0	0	0	0	0	0
"ENSRNOG00000052854:E007"	"ENSRNOG00000052854"	"E007"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1696698	1696882	185	"+"	0	0	0	0	0	0
"ENSRNOG00000047358:E001"	"ENSRNOG00000047358"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1773425	1774311	887	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E002"	"ENSRNOG00000047358"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1776287	1776410	124	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E003"	"ENSRNOG00000047358"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1777279	1777503	225	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E004"	"ENSRNOG00000047358"	"E004"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1778380	1779060	681	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E005"	"ENSRNOG00000047358"	"E005"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1779064	1779186	123	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E006"	"ENSRNOG00000047358"	"E006"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1781587	1781869	283	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E007"	"ENSRNOG00000047358"	"E007"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1782607	1782889	283	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E008"	"ENSRNOG00000047358"	"E008"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1785493	1785698	206	"-"	0	0	0	0	0	0
"ENSRNOG00000047358:E009"	"ENSRNOG00000047358"	"E009"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1791431	1791636	206	"-"	0	0	0	0	0	0
"ENSRNOG00000000035:E001"	"ENSRNOG00000000035"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1937041	1937164	124	"+"	0	0	0	0	0	0
"ENSRNOG00000000035:E002"	"ENSRNOG00000000035"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1949905	1950002	98	"+"	0	0	0	0	0	0
"ENSRNOG00000000035:E003"	"ENSRNOG00000000035"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1955494	1955619	126	"+"	0	0	0	0	0	0
"ENSRNOG00000000035:E004"	"ENSRNOG00000000035"	"E004"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1956462	1956608	147	"+"	0	0	0	0	0	0
"ENSRNOG00000000035:E005"	"ENSRNOG00000000035"	"E005"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	1957430	1957579	150	"+"	0	0	0	0	0	0
"ENSRNOG00000059010:E001"	"ENSRNOG00000059010"	"E001"	1.61699122451141	0.0325237483343277	2.0008469232871	0.157211343905376	NA	1.84837238599793	2.9408422900507	1.34104936045986	"chr14"	1959610	1959915	306	"+"	2	2	2	2	2	0
"ENSRNOG00000059010:E002"	"ENSRNOG00000059010"	"E002"	2.42484538484128	0.0246333477588259	1.43643026152564	0.230717876342833	NA	2.38539828300286	3.28840438503789	0.92739358395855	"chr14"	1964471	1964532	62	"+"	3	5	2	3	2	0
"ENSRNOG00000059010:E003"	"ENSRNOG00000059010"	"E003"	2.77631047365317	0.0241950292513835	0.820621943752371	0.364998386850967	NA	2.61346623043239	3.29004728716954	0.665128357815675	"chr14"	1976983	1977057	75	"+"	3	6	3	4	1	0
"ENSRNOG00000059010:E004"	"ENSRNOG00000059010"	"E004"	2.93263056072488	0.0165922485928611	1.0580088881825	0.303669751039237	NA	3.01854517979331	2.0814348540781	-1.07355604102294	"chr14"	1981127	1981183	57	"+"	3	7	6	1	1	0
"ENSRNOG00000059010:E005"	"ENSRNOG00000059010"	"E005"	3.6437753337538	0.136776948640684	0.541767301214584	0.461701221055376	NA	3.02069266394224	3.61702884989884	0.520684540940078	"chr14"	1982362	1982420	59	"+"	4	7	5	0	2	4
"ENSRNOG00000059010:E006"	"ENSRNOG00000059010"	"E006"	4.75276158922829	0.0105169173183121	0.842814524848627	0.358593054046653	NA	3.7715173446871	2.94354248564093	-0.716353452890144	"chr14"	1986396	1986448	53	"+"	5	11	9	2	1	1
"ENSRNOG00000059010:E007"	"ENSRNOG00000059010"	"E007"	4.55433334493782	0.0126625058710228	0.67247965276789	0.412188420817383	NA	3.69417953416004	2.94358798235011	-0.656405124533195	"chr14"	1986554	1986605	52	"+"	6	12	6	2	1	1
"ENSRNOG00000059010:E008"	"ENSRNOG00000059010"	"E008"	2.15200212877275	0.0538454862567856	4.35796166884047	0.0368363558580968	NA	2.72718551779982	0.0750909460623461	-10.3668247299195	"chr14"	1987945	1987987	43	"+"	1	5	7	0	0	0
"ENSRNOG00000059010:E009"	"ENSRNOG00000059010"	"E009"	1.68679327550841	0.0565637409441451	2.00364551972143e-05	0.996428513145097	NA	2.13830157101931	2.08427364825684	-0.0738892889444814	"chr14"	1989629	1989692	64	"+"	1	2	5	1	0	1
"ENSRNOG00000059010:E010"	"ENSRNOG00000059010"	"E010"	1.45351655721138	0.0309627803519808	0.0240730107410556	0.876699284162899	NA	1.99641699440878	2.08104393935891	0.119861316842806	"chr14"	1995326	1995398	73	"+"	2	3	2	1	1	0
"ENSRNOG00000059010:E011"	"ENSRNOG00000059010"	"E011"	2.29459090947219	0.022059536081323	0.310499397670554	0.577373896572686	NA	2.61344237656834	2.08284381362307	-0.655317946065957	"chr14"	1997424	1997587	164	"+"	3	6	3	1	0	1
"ENSRNOG00000059010:E012"	"ENSRNOG00000059010"	"E012"	0.823443782974453	0.113159922652775	1.11739173591045	0.290480774614546	NA	1.30732144680043	2.08186307469117	1.34307518734314	"chr14"	1997900	1998102	203	"+"	0	3	0	0	1	1
"ENSRNOG00000024207:E001"	"ENSRNOG00000024207"	"E001"	20.9522452606507	0.00533085694070931	3.29288748231186	0.0695805582482376	0.648364292767668	8.89027583171625	7.86624476858962	-0.356711627001149	"chr14"	2018500	2021258	2759	"-"	34	19	18	15	23	19
"ENSRNOG00000024207:E002"	"ENSRNOG00000024207"	"E002"	8.09897014839769	0.0144354465241164	0.0571104000046745	0.811122779059012	NA	5.29755034148936	5.11948801848602	-0.0990419392812103	"chr14"	2021498	2021851	354	"-"	10	7	8	11	7	6
"ENSRNOG00000024207:E003"	"ENSRNOG00000024207"	"E003"	9.15025021925062	0.00759821049727439	0.0012418443925597	0.97188851606398	NA	5.50554155104095	5.52822361413699	0.0119156311265609	"chr14"	2021931	2022215	285	"-"	11	5	11	9	9	10
"ENSRNOG00000024207:E004"	"ENSRNOG00000024207"	"E004"	2.84167625893632	0.0240588061869115	6.93525471784599	0.00845130265969707	NA	1.83912284810633	3.90968309148089	2.17857315989226	"chr14"	2022324	2022404	81	"-"	1	0	2	2	7	5
"ENSRNOG00000024207:E005"	"ENSRNOG00000024207"	"E005"	3.3161361399051	0.0180377274700059	2.8979969450669	0.088689698762265	NA	2.59974585350299	3.91021420835681	1.17954972135504	"chr14"	2023516	2023788	273	"-"	2	2	2	2	7	5
"ENSRNOG00000024207:E006"	"ENSRNOG00000024207"	"E006"	0.519104725828115	0.0977546399014156	0.35355872136374	0.552105504454882	NA	1.50284067427319	1.04834790687254	-1.03939310940915	"chr14"	2031961	2032593	633	"-"	0	1	1	0	0	1
"ENSRNOG00000000043:E001"	"ENSRNOG00000000043"	"E001"	37.5146083537533	0.0197107895633181	0.0106484789409222	0.917811011800913	0.992709524988712	11.1923580835087	11.0306474830718	-0.0427470269623544	"chr14"	2042411	2043087	677	"-"	41	34	34	30	42	45
"ENSRNOG00000000043:E002"	"ENSRNOG00000000043"	"E002"	11.7532487425878	0.0451016763992188	0.0697252502619961	0.79173723595425	0.991491044839543	6.45236262302973	6.08262757101542	-0.171240385977516	"chr14"	2043204	2043304	101	"-"	20	9	7	7	11	17
"ENSRNOG00000000043:E003"	"ENSRNOG00000000043"	"E003"	5.31011957548385	0.0883293740925	3.08247566472497	0.079139978890699	NA	5.15874519919339	3.24214962604199	-1.34352725294757	"chr14"	2043614	2043690	77	"-"	13	6	4	1	5	4
"ENSRNOG00000000043:E004"	"ENSRNOG00000000043"	"E004"	6.27219176854515	0.0341399681562724	2.46278794965639	0.116571710951939	NA	5.28419422881275	3.84792764346544	-0.917963507333358	"chr14"	2043763	2043888	126	"-"	9	12	3	4	3	7
"ENSRNOG00000000043:E005"	"ENSRNOG00000000043"	"E005"	7.99466033383982	0.00797774613861587	0.02647137277323	0.870754446697767	NA	5.18026049011746	5.03001720825083	-0.0852453604572152	"chr14"	2043986	2044107	122	"-"	7	9	7	7	3	14
"ENSRNOG00000000043:E006"	"ENSRNOG00000000043"	"E006"	12.6887794076455	0.00456737690099805	0.446767761462297	0.503873902960388	0.950622273323404	6.19997065979621	6.64101510066436	0.199475772984484	"chr14"	2044187	2044399	213	"-"	10	12	11	13	9	20
"ENSRNOG00000000043:E007"	"ENSRNOG00000000043"	"E007"	17.9452222286615	0.00504445888268485	1.22682032282769	0.268026301921136	0.888342394527952	7.23191196713377	7.9970896471205	0.292645225726139	"chr14"	2044708	2044924	217	"-"	16	15	14	20	12	29
"ENSRNOG00000000043:E008"	"ENSRNOG00000000043"	"E008"	14.2533811935781	0.00514115018001148	0.0343014469876266	0.853067072414649	0.992709524988712	6.90749956958496	6.72196239812334	-0.0790938960961753	"chr14"	2045035	2045214	180	"-"	11	14	16	12	8	23
"ENSRNOG00000000043:E009"	"ENSRNOG00000000043"	"E009"	13.8612368541469	0.0179927435555028	0.575349138297696	0.448141106325253	0.938211773384176	6.29598466230608	7.05178016973137	0.329232227843491	"chr14"	2045289	2045491	203	"-"	9	13	12	7	10	30
"ENSRNOG00000000043:E010"	"ENSRNOG00000000043"	"E010"	11.5320058403507	0.0297044711085251	0.015193769437289	0.901898831786272	0.992709524988712	6.21429795673859	6.08311229645729	-0.0619028481787947	"chr14"	2045580	2045675	96	"-"	6	11	16	6	10	19
"ENSRNOG00000000043:E011"	"ENSRNOG00000000043"	"E011"	9.81278668128606	0.00821375477294325	2.82896315759523	0.0925781118794536	0.704955233171902	4.94889425097567	6.23801804495837	0.67099659131281	"chr14"	2045967	2046074	108	"-"	9	8	4	5	11	21
"ENSRNOG00000000043:E012"	"ENSRNOG00000000043"	"E012"	11.738235426032	0.00494961598434699	0.0141481498383769	0.905318141283182	0.992709524988712	6.20004177170513	6.23295962512371	0.0153649374870675	"chr14"	2046200	2046285	86	"-"	9	14	10	7	12	18
"ENSRNOG00000000043:E013"	"ENSRNOG00000000043"	"E013"	9.77864849660461	0.00759843430551455	0.324938543197874	0.568654767527853	0.970595511081877	5.91563288627921	5.42743804175888	-0.249687184941662	"chr14"	2055801	2055941	141	"-"	6	11	13	6	8	14
"ENSRNOG00000000043:E014"	"ENSRNOG00000000043"	"E014"	1.92619838277783	0.197949084405018	0.162100034979559	0.687230379597937	NA	2.66479685739331	2.32064762242537	-0.399357346110919	"chr14"	2056528	2056762	235	"-"	0	2	4	1	0	4
"ENSRNOG00000000041:E001"	"ENSRNOG00000000041"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	2050483	2050822	340	"+"	0	0	0	0	0	0
"ENSRNOG00000000041:E002"	"ENSRNOG00000000041"	"E002"	0.172189346062514	0.939111843052158	0.222551593225464	0.637102572233264	NA	0.0535559581613825	1.02970373407601	8.53029945401981	"chr14"	2051978	2052592	615	"+"	0	0	0	1	0	0
"ENSRNOG00000000041:E003"	"ENSRNOG00000000041"	"E003"	1.3537341333279	0.294832738674114	0.321564846421246	0.570668743762442	NA	2.16833718618184	2.06276516373103	-0.144113102989146	"chr14"	2053334	2056089	2756	"+"	1	1	2	1	1	2
"ENSRNOG00000024112:E001"	"ENSRNOG00000024112"	"E001"	6.07414701674777	0.00859485769872954	2.79400106919648	0.0946177153782271	NA	5.14784845375816	3.9098834091343	-0.796047456139791	"chr14"	2069409	2069748	340	"+"	7	10	5	6	5	4
"ENSRNOG00000024112:E002"	"ENSRNOG00000024112"	"E002"	8.14588878965817	0.00704396213614697	1.45345670891896	0.227974103228941	NA	5.70018342991558	4.83594637063307	-0.476335825141714	"chr14"	2072119	2072198	80	"+"	10	10	7	7	11	5
"ENSRNOG00000024112:E003"	"ENSRNOG00000024112"	"E003"	7.55294446447263	0.0077658811160202	1.41854817928008	0.233642513494957	NA	5.48590960606235	4.62368664045879	-0.49520835840982	"chr14"	2073857	2073956	100	"+"	8	12	5	7	8	6
"ENSRNOG00000024112:E004"	"ENSRNOG00000024112"	"E004"	5.8470213034225	0.00802350040282671	0.520343307289778	0.470695273616015	NA	4.65897157385656	4.16327437263928	-0.325506011874848	"chr14"	2074248	2074333	86	"+"	6	5	7	5	5	7
"ENSRNOG00000024112:E005"	"ENSRNOG00000024112"	"E005"	9.09114733780718	0.00594934988903517	0.131362959622365	0.717023040430404	NA	5.26405059226306	5.61752758739257	0.188333047777575	"chr14"	2074407	2074532	126	"+"	7	8	8	8	9	14
"ENSRNOG00000024112:E006"	"ENSRNOG00000024112"	"E006"	13.5183816789327	0.00535947712816915	0.180673644166205	0.670794959460561	0.983440849722955	6.84625816090337	6.60275961420663	-0.105181740531151	"chr14"	2074834	2074987	154	"+"	10	15	14	11	20	12
"ENSRNOG00000024112:E007"	"ENSRNOG00000024112"	"E007"	11.972308626808	0.0302450150147124	0.00986749575059775	0.920872075942295	0.992709524988712	6.20794973070596	6.42966884593348	0.101844387478377	"chr14"	2075063	2075137	75	"+"	10	10	12	8	22	11
"ENSRNOG00000024112:E008"	"ENSRNOG00000024112"	"E008"	13.4645561758333	0.00469277360943542	0.100863701151596	0.750795610550644	0.989869615376402	6.75738523510518	6.60688496015307	-0.065412689589107	"chr14"	2075222	2075322	101	"+"	13	11	14	9	17	17
"ENSRNOG00000024112:E009"	"ENSRNOG00000024112"	"E009"	13.1969239089658	0.00549011059267393	1.02203500158717	0.312036786946101	0.897087913048066	6.10498046852349	6.98082788521126	0.389233024018944	"chr14"	2075519	2075748	230	"+"	14	9	8	12	16	20
"ENSRNOG00000024112:E010"	"ENSRNOG00000024112"	"E010"	10.2444618823524	0.00466240146009067	0.407815344964845	0.523080437793441	0.957007376039222	5.48732931778386	6.04995381845495	0.283005307932184	"chr14"	2075830	2075920	91	"+"	7	9	9	11	11	14
"ENSRNOG00000024112:E011"	"ENSRNOG00000024112"	"E011"	11.682540426531	0.00428399570739818	0.0192994429332742	0.889511442341791	0.992709524988712	6.10626424610022	6.2952908058502	0.0884590189806169	"chr14"	2076053	2076107	55	"+"	11	11	9	10	13	16
"ENSRNOG00000024112:E012"	"ENSRNOG00000024112"	"E012"	10.2182509093605	0.00586977260821819	0.13212019131204	0.71624380159109	0.988823204199875	5.90695562674622	5.70747801584827	-0.0996100752820919	"chr14"	2076300	2076361	62	"+"	10	11	8	8	9	15
"ENSRNOG00000024112:E013"	"ENSRNOG00000024112"	"E013"	7.63889017124886	0.0288729398537731	0.734200183995213	0.391525124043059	NA	5.37610582052319	4.73711610004189	-0.366464602094917	"chr14"	2076668	2076818	151	"+"	9	7	8	2	9	11
"ENSRNOG00000024112:E014"	"ENSRNOG00000024112"	"E014"	3.42819612144757	0.0153391817719824	0.0493992800307126	0.824111887208	NA	3.47527726543817	3.34626240697739	-0.109340237713529	"chr14"	2077222	2077260	39	"+"	3	3	4	3	6	2
